C1400|Hallmark Cards
G1000|Southeastern Pennsylvania Manufacturers
|KATHYERN LANE FOR THE PEOPLES PRESIDENT           
Z1200|Garagiola for Congress
Z1100|Kovach for Congress
|CAMPAIGN TO ELECT ALOYS RUTAGWIBIRA FOR CONGRESS  
Z1100|Rick W Allen for Congress
Z1100|Kerry Bentivolio for Us Congress
T1100|Transport World Alliance
|ROASEAU FOR PRESIDENT                             
Z1100|Linda Lingle Senate Cmte
Z1100|Friends of Stephen K Simpson
|RULLO FOR SENATE                                  
|MICHIGAN CONSERVATIVE ALLIANCE                    
|DON JAQUESS FOR CONGRESS                          
J1200|Napa County Democratic Central Cmte
|9-9-9 FUND                                        
|FRIENDS OF ALEX BORGOGNONE                        
|KRAUS 4 CONGRESS                                  
|MUNICH AMERICAN REASSURANCE COMPANY               
|COMMITTEE TO ELECT JAMES F HANING II              
Z1100|Susan Narvaiz for Congress
Z1100|Plummer for Congress
J2200|FROG Jump PAC
|JOHN D FOR CONGRESS                               
|GODFREY DILLARD FOR CONGRESS                      
|COMMITTEE TO ELECT TED WAGA III                   
|JOHN WHITLEY FOR CONGRESS                         
|KENNETH GODWIN FOR PREZ                           
Z1100|Hudson for Congress
J1100|Congressional Leadership Fund
|TROIANI2012                                       
J1100|Conservative Victory
Z1200|Horsford for Congress
|KEVIN FISK FOR US SENATE 2012                     
Z1100|Otero for Congress
Z1100|Cramer for Congress
|STILL 2012                                        
A5000|Federal Forest Resource Coalition
J1100|YG Action Fund
|COMMITTEE TO ELECT DAN GRANT                      
Z1200|Sanchez for Congress
Z1200|Bert Johnson for US Congress
Z1200|Perry Haney for Congress
|HOWARDKNEPPER PERSIDENTIAL CAMPAIGN               
Z1100|Friends of Mike Steinberg
Z1100|Andre Bauer for Congress
Z1100|Jason Sterling for Freedon
|JOE GOLDNER FOR CONGRESS 2012                     
|CONCERNED HISPANICS INVOLVED IN LEGISLATIVE EMPOWE
|TIMMY STRICKLAND FOR PRESIDENT                    
Z1200|Glenn Ivey for Congress
|GLENN ANDERSON FOR CONGRESS                       
|WICKER FOR CONGRESS                               
|MORGAN FOR CONGRESS                               
|DOC GOULD FOR PRESIDENT                           
Z1100|Wright Mcleod for Congress
|STEWART ALEXANDER FOR PRESIDENT CAMPAIGN COMMITTEE
|COMMITTEE FOR MICHAEL LERMAN                      
J2200|Titletown PAC
|TODD RICHARD GLORE FOR PRESIDENT                  
|DR TERRY JONES 2012                               
Z1100|Elizabeth Emken for US Senate
Z1200|Duchy Trachtenberg for Congress
|CHRISTOPHER DAVID FOR CONGRESS                    
Z1200|Darcy Burner for Congress
|COMMITTEE FOR DANIEL J BEJGER PRESIDENT OF THE UNI
|HEALTH TEXAS MEDICAL GROUP FEDERAL PAC            
Z1200|Lamar Sternad for Congress
|SCALA FOR CONGRESS                                
Z1200|Heidi for Senate
|SIX PAC                                           
Z1200|Coolidge for Congress
J2100|Bishop PAC
|GARY SMITH FOR CONGRESS                           
J2200|Building Effective Responsible Govt
|ZUBI DIAMOND U S ECONOMIC RECOVERY CAMPAIGN COMMIT
|COMMITTEE TO ELECT HOWARD WALLACK                 
Z1200|Neil Burns for Congress
Z1100|Friends of Mia Love
|AFRICA FOR OBAMA (AFO)                            
|AMERICAN CONSERVATIVE UNION SUPER PAC             
Z1300|Jill Stein for President
G1000|Texas Assn of Business
|CEGAVSKE FOR CONGRESS                             
|CLOSSON FOR CONGRESS                              
|GARRY HALL FOR CONGRESS                           
Z1300|Borgia for Florida
G6550|California Nations Indian Gaming Assn
|PEOPLE FOR ENDING POVERTY PAC                     
Z1100|Riley for Congress
Z1200|Carmona for Arizona
Z1100|Tom Rice for Congress
Z1300|People for Robby Wells
|FRIENDS OF D LOREN JOHNSON SR                     
|WISCONSIN FAMILY ACTION INC FEDERAL PAC           
J1100|Revive America PAC
J1100|Coalition for American Values
Z1200|Daugherty for Congress
Z1100|Tisei Congressional Cmte
Z1300|Committee to Elect Tisha Casida
Z1200|Cox Alomar 2012
|RECOVERY EDUCATION ADVOCACY LEADERSHIP PAC        
|REBIRTH OF AMERICA                                
|VOXXNOVA FOR FRANK WEYER                          
|GOULD FOR CONGRESS                                
Z1200|Elect Dr McKellar US Congress
|COMMITTEE TO ELECT STEVEN REYNOLDS                
Z1200|Committee to Elect Terry Bellamy to Congress
|RELUCTANT PATRIOT DAVID ANDREW CHRISTENSON (TRPDAC
|BROSCH FOR CONGRESS                               
|VOTE WHEELOCK 2012                                
Z5100|Senate Victory PAC
J2100|Tar Heel PAC
|JACK UPPAL FOR CONGRESS                           
Z1200|Harriman for Congress
|TEA PARTY FUND                                    
|TREVA JOHNSON FOR CONGRESS                        
J2200|Ax PAC
A2000|Dairymans PAC
|COMMITTEE TO ELECT ROBERT SILVA FOR 9TH DISTRICT H
3|NEW NATIONALIST PARTY
|RUEBEN RAMIREZ FOR CONGRESS                       
|72ND ASSEMBLY DEMOCRATIC ALLIANCE                 
F1100|Cadence Bank
|MANSFIELD FOR CONGRESS                            
Z1100|Mooney for Congress
|OHARA 2012                                        
Z1200|Marc Veasey Congressional Campaign Cmte
|JONATHAN AND JOHN LEE FOR PRESIDENT               
Z4100|Daines Montana Victory Cmte
|DEMOCRAT                                          
|RUPERT FOR SENATE                                 
J7500|CAPAC Leadership PAC
|COMMITTEE TO ELECT COREY ROEN                     
Z1100|Friends for Chris Stewart
T1200|Aerospace Industry of America
|JOHN SAWYER FOR CONGRESS                          
|JACKSON EATON FOR CONGRESS                        
|FINLEY FOR PRESIDENT                              
A1300|PURO PAC
|COMMITTEE TO ELECT TONI MORRIS FOR CONGRESS       
|LYON FOR SENATE                                   
Z1200|Friends of Eric Stewart
|NH FOR THE WIN                                    
|ROBERTS FOR CONGRESS                              
|NATIXIS GLOBAL ASSET MANAGEMENT LP POLITICAL ACTIO
|COMMITTEE TO ELECT RONALD K HEBERT PRESIDENT      
|RON WALLACE FOR CONGRESS COMMITTEE                
|LAFERLA FOR CONGRESS                              
Z1200|Beatty for Congress
|DAVID WEEKS UNITED STATES SENATE CAMPAIGN         
Z5100|Alexandria Republican City Cmte
F1000|Encore Capital Group
|FRIENDS OF JOYCE JOHNSON                          
Z1200|Dennis Anderson for Congress
|MAURICE DUHON FOR CONGRESS                        
|HETRICK FOR CONGRESS                              
Z1200|David Alameel for Congress
|RESTART CONGRESS POLITICAL ACTION COMMITTEE       
C4300|CREDO Mobile Super PAC
|ARTICLEIISUPERPAC                                 
J2100|Motor City PAC
|YEH FOR VIRGINIA                                  
|DAVE LOCKWOOD FOR CONGRESS                        
J2200|Monadnock PAC
|OCCUPYPOLITICS PAC INC                            
Z1300|Joe Galdo for Congress
|MIKE ROSS EXPLORATORY COMMITTEE                   
T2300|National Independent Automobile Dealers
|RESTORING AMERICA'S TRADITIONS PAC (RATPAC)       
|MAV6 EDGEFIGHTER PAC                              
|SYLVIA ROMO FOR CONGRESS                          
Z1100|Flemming for Congress
Z1200|Denise Saenz Blanchard for Us Congress
|EZRA JOHNSON FOR CONGRESS                         
|GREGORY INDUSTRIES PAC                            
|COMMITTEE TO ELECT ADRIENNE HIRSCHFELDER          
|MARTY FOR MASS                                    
|PAT LANG FOR CONGRESS                             
|JOSH CAESAR FOR US CONGRESS                       
K2000|Porter Gordon Silver Communications
Z5300|Justice Party National Cmte
|FRIENDS OF MISS BETSY PAULINE ELGAR COMMITTEE     
E1630|AES Corp
J2100|Progressives Advancing United Leadership
Z1200|Ramiro Garza for Congress
Z1100|Koppelman for Congress
Z1200|Patsy Keever for Congress
Z1200|Lampson for Congress
|AMERICAN SECURITIZATION FORUM INC POLITICAL ACTION
|LIBERTY MEDIA CORPORATION PAC AKA LIBERTY MEDIA PA
M1500|NOVOLEX
|VOTE WINSTON 2012                                 
J1200|Semo Democratic Rally Cmte
|1911 UNITED                                       
|SHANE GOETTLE FOR U.S. CONGRESS                   
Z1200|Gloria Bromell Tinubu for Congress
|GEORGE HUTCHINS FOR U S CONGRESS                  
H1750|Independent Pharmacy Cooperative
|LEADERS FOR FAMILIES SUPER PAC INC                
|TRAVIS WASHINGTON JR FOR CONGRESS                 
E1210|Walter Energy
J5000|America's Impact Political Fund
|JASON ANDERSON FOR CONGRESS                       
Z1200|Friends of John Delaney
|CORPORATIONS FOR HIGHER UNEMPLOYMENT AND LOWER WAG
J7300|Human Rights Campaign Equality Votes
|AMERICAN FOR TRANSPARENCY INC                     
|MONTE MITCHELL FOR US CONGRESS                    
Z1100|Wingfield for Congress
|NEW INDEPENDENT PARTY                             
|GREENE FOR OFFICE                                 
J1100|Liberty Action PAC
|RHETT SMITH FOR CONGRESS CAMPAIGN COMMITTEE       
|SECURITY OFFICERS INVESTIGATIONS PAC              
|MARIA LUISA ALVARADO FOR CONGRESS                 
|SMALLBIZADVOCATES.ORG                             
|STOP THIS INSANITY INC EMPLOYEE LEADERSHIP FUND   
J1100|Young Americans for Liberty
Z4100|American Victory Cmte
|CHRIS PETRELLA COMMITTEE                          
G2400|National Grocers Assn
J1100|Action4Liberty
Z1200|Kyrsten Sinema for Congress
|JANE CROSS FOR CONGRESS                           
|VOTE GROVER CLEVELAND FOR SENATOR                 
Z1100|Committee to Elect Randal Wallace
|LARRY DUDLEY FOR PRESIDENT                        
|A SUPERPAC                                        
Z1200|Brooks II for Congress
|BUSSINESS THAT TRAVEL; THE                        
Z1200|Candidate Cmte for David A Ruben for US Senate
|CITIZENS FOR PROSPERITY AND GOOD GOVERNMENT       
|CRAIG JAMES FOR UNITED STATES SENATE              
|
Z1200|Sam Sutter for Congress
|BOJOVIC FOR CONGRESS                              
J2100|Everybody Counts Everybody Matters PAC
|COMMITTEE TO ELECT CURTIS RAILEY; THE             
|BOB FUEHR FOR CONGRESS                            
|BROADUS FOR CONGRESS                              
Z1200|Cargas for Congress
|COMMITTEE TO ELECT ADDIE DAINELL ALLEN FOR US SENA
F3000|Starr Insurance Holdings
B1000|MMC Corp
|GREGORY NABEL FOR PRESIDENT ELECTION 2012         
Z1100|Doug Lamalfa Cmte
|CONNECTICUT YOUNG REPUBLICANS                     
|TEXAS LEADERSHIP COUNCIL                          
|AMERICAN SUNRISE                                  
J9000|Protecting Our Vote
J1100|Patriot Super Pac
|COMMITTEE TO ELECT DR MICHAEL HAM                 
J7500|Democratic Asian-Americans Of VA
J1200|Butler County Progressive PAC
Z1100|Brad Mitzelfelt for U.s. Congress
|
Z1200|Healy-Abrams for Congress
|SALOMON TORRES FOR CONGRESS                       
|JENNIFER NEY FOR PRESIDENT                        
J1100|Building a Better Bluegrass
J1100|Voter Information Network
Z1100|Thomas Massie for Congress
|BLAHA FOR CONGRESS                                
|COMMITTEE TO ELECT CAS ADULEWICZ                  
|THAMAR FOR CONGRESS                               
J1100|Hispanic Vote
|SECURING OUR SCHOOLS                              
JH100|REEAL PAC
|CHIEF STEVE DAVIS FOR CONGRESS                    
|FRIENDS OF BYRON DONALDS                          
J7120|National Right to Life Victory Fund
Y0000|Freedom Country Fund
|FREEDOM PLAINS ACTION NETWORK                     
|COMMITTEE TO ELECT SAM SLOAN                      
Z1200|Cartwright for Congress
Z1200|Olson for Oklahoma
|FRIENDS OF JONATHAN KALBFELD                      
E1140|Targa Resources Corp
|FRIENDS FOR BRIAN D OERTHER                       
|TAXPAYER NETWORK PAC                              
T1300|StandardAero
Z1100|Patriots for Perry
|MANNY YEVANCEY FOR U S CONGRESS DIST 027          
J2200|Building Our Base - Bob PAC
|RICH COWAN FOR CONGRESS                           
Y0000|Supergeek PAC
|COMMITTEE TO ELECT LAURIE ROTH PRESIDENT          
|HYTECH INC CAMPAIGN 3000 USA INC                  
|CAMPAIGN 3000 USA INC                             
Z1200|Pete Aguilar for Congress
Z1200|Ehrlich for Congress
Z1200|David Schapira for Congress
Z1100|Strickland for Congress 2012
|JOHN GRUNWALD FOR CONGRESS                        
|MISS JOY WAYMIRE 4 PRESIDENT                      
|RUN FOR PRESIDENT UNITED STATE AMERICAN JACOB BAKE
F4200|National Assn of Independent Land Title Agents
|HUGH CHAUVIN FOR CONGRESS                         
|Jobs
|CONSERVATIVE RENEWAL POLITICAL ACTION COMMITTEE (P
Z1100|Scott Beason for Congress
|NATE FOR CONGRESS                                 
Z1100|Friends of Trey Radel
|DAVID LEVITT FOR US SENATE 2012 COMMITTEE         
|COMMITTEE TO ELECT GLORIA FOR CONGRESS 2012       
|FRIENDS OF RON PAUL FOR PRESIDENT                 
|CANDACE DUVAL FOR CONGRESS                        
|JASON WARD FOR CONGRESS                           
|ASHDOWN FOR SENATE                                
|FRIENDS OF DR. JANIS C. BROOKS                    
|PATRICK SHEARER FOR CONGRESS                      
|TEXAS CONSERVATIVES FUND                          
Z1100|Wendyrogers.org
L1400|State of Hawaii Org of Police Officers
|DOUG MCKEE FOR CONGRESS                           
G4000|Alabama Retail Assn
|TEST PAC                                          
|GAYLON FOR CONGRESS                               
Z1100|Jefferson Lee Byrd for Congress
|A COMPLETELY LEGITIMATE SUPER PAC                 
|FRIENDS OF BRIAN WOODWORTH                        
J1200|Family Faith Future
J2100|America Now
|WILSON 2012                                       
|HARVILLA FOR CONGRESS                             
|FRIENDS OF HAROLD BAILEY                          
|KATHY AFZALI FOR CONGRESS                         
JH100|Organization for Healthcare Innovation In Ohio
F3400|Hartford Financial Services
Z1200|John Hernandez for Congress 2012
|MUSE FOR MARYLAND                                 
|KONST FOR CONGRESS                                
Z1100|Ron Desantis for Congress
C6300|Salesforce.com
G1300|Women Impacting Public Policy
Z1100|Chris Edwards for Congress
Z1200|Leslie for New York
|JERRY BUECHLER FOR CONGRESS CAMPAIGN              
|MICHAEL DWAYNE JENKINS PRIORITIES PARTY FOR PRESID
|FITRAKIS FOR CONGRESS                             
J2200|CavPAC
|ARCTIC SLOPE REGIONAL CORPORATION POLITICAL ACTION
|INDEPENDENT PEOPLE PARTY                          
J1200|American Working Families
Z1300|Lancman Congressional Exploratory Cmte
|BOB MARSHALL FOR SENATE INC                       
|WARREN TAYLOR FOR U.S. CONGRESS                   
Z1100|Wade for US Senate
J1100|Protect America Today
|RETIRE PRYOR                                      
|COMMITTEE TO ELECT NANCY TRAVIS/US SENATE 2012    
Z1200|Ron Barber for Congress
|FRIENDS TO ELECT DON RIVERS TO CONGRESS 2012      
|COMMITTEE TO ELECT MICHEAL OWENS                  
Z1100|Paul Cook for Congress
|JAMES E BRYAN FOR CONGRESS                        
|SCOLLO FOR CONGRESS                               
Z1100|McSally for Congress
|INDEPENDENT RAILWAY SUPERVISORS ASSOCIATION INTERN
L1100|American Federation of Govt Employees
Z1200|Mikel Weisser for US Congrss
G5200|NANA Development Corp
|MIDDLE RESOLUTION FEDERAL PAC INC                 
|FRYE FOR CONGRESS                                 
Z1200|Sean Patrick Maloney for Congress
Z1200|Shelley Adler for Congress
|CULLER FOR CONGRESS                               
J2200|Hudson Valley Future Fund
|SEND A BIG MESSAGE                                
Z4200|First State Victory Fund
|AMERICANS FOR MORE RHOMBUS                        
J7510|Navajo Natani
Z1100|Friends of Anna Little
|COMMITTEE TO ELECT DODT                           
Z1300|Tim Aalders for Senate
|NIKOLAY N BEY FOR US SENATOR OF MINNESOTA         
|C.H. ROBINSON WORLDWIDE INC. PAC                  
|CHARLES BAILEY FOR CONGRESS                       
|JOHN GOCI FOR CONGRESS                            
|MISSIONARY TRACEY ELAINE BLAIR CAMPAIGN US PRESIDE
|OHIOANS FOR OPPORTUNITY                           
Z1100|Brenda Lenard for Senate
J2200|Fund for American Exceptionalism
J1200|American Values Coalition
|PEYTON WILLIAMS FOR CONGRESS                      
Z1300|Committee to Elect Nathan Shinagawa
|DAVID B SECOR FOR CONGRESS 2012                   
|WILSON 2012                                       
Z1200|Joe Kennedy for Congress
|TECHNICIANS NOT POLTICIANS FOR KEVIN WEST FOR PRES
Z4200|Hoyer's Majority Fund
|CHRISTIANS FOR A CHANGE                           
